Word,Frequency
"""planted""",1
people.too,1
"g35yup,",1
leviathan,1
"earlier?http://www.caranddriver.com/article.asp?section_id=4&article_id=3888ummm,",1
"""duh!",1
"bad.""yup,",1
"1999.so,",1
article.per,1
"tires"".",1
"tires""agree.",1
"2wd""",1
etc.;-),1
article.in,1
advantages.in,1
minnesota,1
clear.i,1
hill.all,1
rode.,1
35-36.what,1
why.?thx,1
these:acura,1
otd).infiniti,1
budget)audi,1
budget)infiniti,1
range)vw,1
4motion,1
(roomier,1
luxury)take,1
(rs-a's),1
year.even,1
problem.with,1
mountains.but,1
clearence.,1
clearence,1
"icy,",1
boulder-like,1
pause.,1
believe.the,1
$28.6k,1
burden.,1
"kiplinger's,",1
bplayer's,1
"mwhitt,",1
$32-36k,1
at:audi,1
2.0tinfiniti,1
g35xlexus,1
325xiacura,1
anyway)i'm,1
brand.just,1
computer).,1
"growl"").",1
beat-up,1
overly-tight,1
suspension).haven't,1
"""german-engineered""",1
input.thanks,1
drive.another,1
was:rwd,1
package.g35x,1
"prior,",1
"$1k),",1
radio)and,1
myassumptionthat,1
competitors.so,1
mnrep2,1
"bplayer.(duh,",1
awd.drove,1
(ridiculously,1
fantastic!,1
pull-out-and-pass,1
head-to-head.,1
"carwashes,",1
eat-off-the-floor,1
"dept.,",1
service-loaner,1
pickup/dropoff,1
westin,1
hotel.the,1
"acknowledging,",1
+/-$2k,1
reliability.both,1
"stiff.mnrep2,",1
seat-heater,1
(shorted,1
jeans!).,1
issues?next,1
(b/c,1
"3.2l,",1
$$).,1
parents).,1
caresi,1
infiniti.enjoy,1
foryourperfect,1
3750.,1
7500.,1
30.00,1
multiplying,1
300.00.,1
"500.00??buff,",1
$800.00,1
"""buff",1
"infiniti.""are",1
tl?you,1
downfall-,1
tight;,1
clubs),1
hovers,1
???.,1
investigating,1
arrgh!,1
undersized/over,1
imput.,1
salesmens',1
spiels.,1
counterparts.trying,1
space.g35x,1
car?and,1
others?thanking,1
bugged,1
desired.my,1
pastrys.,1
b.s,1
spd).,1
.00139,1
package.good,1
"landed.frankly,",1
years.on,1
4-motion,1
nightmares,1
roulette.on,1
30k-32k,1
load.,1
audi.btw,1
36k?,1
280.,1
juice.on,1
35.3,1
34.4,1
"a/t,",1
bit.as,1
expired?does,1
costly?i,1
c4s.thank,1
seen.there's,1
vw/mb/audi/bmw,1
longevity.,1
theleastreliable,1
there....porsche,1
"""initial",1
"quality""",1
"""dependability""",1
ratings....,1
pile...just,1
x3/x5.porsche,1
trucks...well,1
"issue.hmm,",1
awd/rwd,1
all-season/winter-tires,1
again??,1
discussion?you're,1
tires.thank,1
528e;,1
mint.even,1
questions:its,1
matched.most,1
v8?there's,1
matched.i,1
3?gt-r,1
gt-t,1
chassis.most,1
v8?i,1
:ptoo,1
overhead.there's,1
price.honda,1
street.audi,1
engine.now,1
3?because,1
chassic,1
nissan.i,1
400too,1
overhead.tell,1
post-katrina,1
$0.25,1
driver.if,1
$.20.,1
2.50,1
gonan,1
month???,1
"elliedog,imo,",1
"30,000-35,000",1
todally,1
cars?why,1
thre-year,1
example?,1
cts)i,1
"luxurious.""",1
"vary,",1
sphincters,1
"place).me,",1
way.buying,1
36-39,1
abused.,1
lease.is,1
(seriously)can't,1
"engaging,",1
between.with,1
28-29k,1
serious.first,1
in.this,1
disturbed,1
experience),1
up?has,1
experience!wiggling,1
wiggling,1
welcome!,1
need:2006,1
worse!).,1
"""stability""",1
slippage.,1
bit.with,1
"big-time,",1
direction.so,1
control's,1
choice).,1
carhas,1
"certain.btw,",1
"coils,",1
e46s.the,1
default.the,1
problems...well,1
repoducible,1
4matic),1
rock-steady,1
(cruise,1
controlled),1
34.1,1
miles!,1
arrived...but,1
unhealthy,1
"(rush-centric),",1
20/29,1
city/freeway.,1
ownership.does,1
"speed.""blueguy",1
/direct/view/.efdc5b2/31i,1
folks',1
"$40,000the",1
feel.2003,1
530acura,1
tlcadillac,1
ctssaab,1
9-3bmw,1
3-serieshonda,1
hybridvolvo,1
v50buick,1
lucernehonday,1
odysseylexus,1
rx400h1997,1
really!)2002,1
m32004,1
s42006,1
change!)2006,1
jumpseat,1
option!)2006,1
above)2006,1
330i2006,1
c28001,1
form/function.,1
used/pre-owned,1
"called""",1
comforts.what,1
error),1
fwiw:a,1
(lincoln,1
6-30,1
lanyard,1
style).then,1
"""nice-to-haves"":",1
(100-200k,1
matrix.,1
suspect.i,1
amenities:,1
"suspension/wheels/tires,",1
xenons;,1
"(german),",1
less.two,1
(sticker,1
"invoice),",1
value.hmmm,1
yap,1
form.more,1
brochures.,1
tables,1
dissect,1
compare.edit,1
struggling.,1
one!!we,1
teenagers,1
"soccer,",1
lot.plus.....i,1
"grins,",1
new.will,1
thoughts....but,1
red.but,1
plant?!!!,1
v50?i,1
tdi.the,1
completeness,1
curiousity,1
list.both,1
$50/day),1
model?i,1
"trans.,",1
"""damn,",1
"seat""am",1
database.in,1
"unacceptable,",1
~$400,1
torsional,1
deliver),1
wheel.renting,1
plan.the,1
pass-throughs.,1
cts.any,1
isnot,1
usefulfor,1
"otherwise.http://audiusa.com/model_home/0,,bodystyleid-13,00.html?bodystyle=a3sedan",1
problems...lol.just,1
cts-vit,1
"get?also,",1
before...i,1
family...,1
newblacksedan,1
"'56,",1
"'59,",1
"'64,",1
"'67,",1
'70...,1
fleetwoods,1
died.,1
said:given,1
matrix.you,1
"clarify.well,",1
"agenda""",1
transmission.the,1
slimmer.i,1
bike.in,1
(325,1
coupe.if,1
bl**dy,1
possible.front-wheel-drive,1
subsequent).,1
equivalents?,1
others).just,1
hi-speed,1
passings.,1
times...i,1
rushes...:),1
light/nimble,1
speeding...negatives,1
c350s,1
c230s...but,1
c350?how,1
shop?,1
3120,1
far...zero,1
niceyou,1
...plus,1
gs350h?,1
siginficant,1
mgp,1
automatics.besides,1
robustness,1
"lately.also,",1
qs,1
build/quality,1
far!)...but,1
"clutch),",1
mechanisms.if,1
sport...which,1
+ve,1
-ve),1
c&d:http://www.caranddriver.com/article.asp?section_id=3&article_id=10116c&d,1
secs!,1
payback,1
(potential),1
"urban,",1
"330i.uh,",1
ghastly.,1
gs350h,1
"""steptronic/sportstick/tiptronic/touchshift",1
automanuals,1
(decent),1
(superb),1
transmissions.comparing,1
attractively,1
designed.it,1
experience-wise,1
(div2,1
back).i,1
correct!i,1
pricing/features,1
v/s,1
sites.comparable,1
favor.my,1
interior/exterior.,1
"""star-power""!",1
mb.*******************bmw,1
sedan*******************m,1
"$36,600*",1
255-hp@6600rpm*,1
lb-ft@2750rpm*,1
maintenance*,1
warranty)mystic,1
$475beige,1
w/dakota,1
burl,1
walnutsteptronic,1
"$1,275premium",1
"$2,200fold",1
w/ski,1
$475on-board,1
w/idrive,1
"$2,000heated",1
$500power,1
$575destination,1
$695total,1
built*,1
"$44,795*******************mercedes",1
sport*******************m.s.r.p.,1
"$38,325*",1
268-hp@6000rpm*,1
(huge!)@2400to,1
(huge,1
range!)*,1
each@13000miles*,1
lifetime!)exterior,1
$680interior,1
inserts/aluminium,1
trim7-speed,1
"$1,410comand",1
(easier,1
"$2,210heated",1
$680split-folding,1
$290lighting,1
$790entertainment,1
pkg(premium,1
12-spkr,1
hkardon),1
$970sunroof,1
pkg/power,1
"$1,790total",1
"$47,145",1
well.well,1
"mbusa.com...http://www.mbusa.com/edp/vehicles/lineup.do""now",1
clk-coupe,1
"purchases"".this",1
"$2,560",1
330ihttp://www.bmwusa.com/bmwexperience/europeandelivery/savings.htm?navid=overviewe-,1
current...,1
omparable,1
"favor.uh,",1
what?!,1
game),1
~1k,1
$200?,1
"$500?btw,",1
bag/fold,1
$1k.the,1
($800-1000).not,1
power...mb,1
rofl...any,1
$800-1200.an,1
leather),1
40.8k.,1
profit:,1
"$35,645.",1
"$35,145,",1
"5,600",1
savings.that,1
http://jon.bimmerfest.com/bulletins/3seriesupdate-1.pdfcheck,1
profitthat,1
game...your,1
would'nt,1
pdf,1
prices!but,1
($2670),1
msrp/invoice,1
incorrect?i,1
$5-6k,1
credible.,1
c-350s,1
c-230s.,1
advantage...,1
"#5049:""mbs",1
'00).,1
"top.""respectfully,",1
premises,1
2000).first,1
"better.second,",1
"get.third,",1
"manual?""yes,",1
g35).p.s.:,1
slk-350,1
transmission....,1
"yikes!second,",1
get.numbers,1
paper....,1
"lie.third,",1
".8""",1
areconsiderablytighter,1
"2"")",1
rearseat,1
"1.5""",1
mb.the,1
them.exactly...,1
right?this,1
serie.http://www.autobild.de/test/neuwagen/artikel.php?artikel_id=10306&artikel_seite=-,1
1i,1
:displacement,1
cm³,1
kw,1
(200,1
4000/rpm,1
nm(290,1
lb/f),1
2000rpm,1
61l,1
length/width/height,1
4520/1817/1406,1
1460,1
kg,1
km/h,1
0-62mph,1
(0-100km/h),1
"7,4s",1
"35,900",1
euroi,1
is5.7l/100,1
41.3,1
"mortoway,",1
reachable,1
driver.here,1
10l/100km,1
sustained.,1
350h,1
this.price,1
m-benz,1
pote.since,1
9-car,1
11.would,1
"100k,",1
bare.my,1
(rh),1
"510,",1
belair.,1
right?mb,1
here.quite,1
"ignorant,",1
harbor,1
bdr127,1
-first,1
g35;,1
needs.in,1
"searches,",1
poor;,1
c350/c280.,1
visibility)i,1
concern;,1
rebate?,1
inctroduced).,1
bmwusa?,1
"membership,",1
most-favored,1
treatment?,1
bmwusa,1
$35-36k.,1
msrp-inflating,1
shenenagins:,1
residual:,1
"$365/mo,",1
$26-28k,1
range;,1
"$529/mo,",1
unsubsidized,1
residual.the,1
"msrp""""in",1
"$35-36k""i",1
brand-name,1
warehouse,1
former.of,1
"rolex,",1
"suit,",1
palm,1
eye),1
mt).,1
rebate...i,1
customers...,1
"them..and,",1
"""negotiate""",1
"member..regards,kyfdxhost-prices",1
messier,1
ofdiesel,1
nox).,1
governmetns,1
slacks,1
nox,1
emission.,1
clarification.,1
"""loyal",1
"customers""",1
qualification,1
"""existing",1
qualifications,1
insist.,1
rebate?don't,1
sell/lease,1
territory;,1
typo!,1
c350),1
territory!!!,1
indeed.not,1
name-brandness,1
pro-rated,1
tax/registeration,1
caculated,1
state-mandated,1
"leased,not",1
excise-tax/property,1
do:http://www.ncsl.org/programs/fiscal/autotaxs.htmfor,1
on.one,1
real??,1
;-(,1
state),1
"do.hey,",1
loophole,1
big!and,1
rate).they,1
memory...i,1
"$14,000.",1
:-(of,1
nj's,1
make/model/year,1
nj.balancing,1
"nh"".best",1
there.live,1
baby.....,1
20/50=,1
most...or,1
value.as,1
strong!,1
series.car,1
yes.what,1
outburst.i,1
"(5019)cdnpinhead,",1
"#5019,",1
6:25,1
pmhave,1
1)manual,1
2)rear-wheel,1
mustcarry,1
style)....theonly,1
coupe.wtf?,1
chamber.given,1
matrix.the,1
requirement...the,1
"joke.cts...again,",1
pigs.is,1
"coupe.fwiw,",1
skis,1
down.one,1
bicyclists,1
others):,1
roof-rack,1
"them!yes,",1
"size/spacing,",1
$550/mo,1
mail-in,1
retailers;,1
comiserate:,1
"""elsewhere.""",1
un-pc,1
recovered.az,1
everywhere.oh,1
"msrp""you're",1
hi----,1
nester.,1
"(boring,",1
"know!),",1
330i's.,1
pleasantries,1
buick!i,1
seat.now,1
"183"".anyone",1
mine.if,1
exception.have,1
car?luckily,1
'ole,1
"183"".",1
"188"",",1
check.i,1
luxury:,1
everything?in,1
gussied-up,1
impreza).,1
requirement.if,1
blasphemy,1
but)--several,1
list!best,1
hunting.greg,1
greg--it,1
"183""!",1
"193""",1
"opener,",1
hubby's,1
illuminated).,1
suv!!i,1
cute!,1
ex-brother-in-law,1
volvo!,1
subaru.i,1
drool!my,1
hona,1
"""fake""",1
tbird,1
shell!susan,1
"""igo",1
current-generation,1
added.besides,1
46.,1
"earlier.indeed,",1
said.igo,1
renovation,1
renovated,1
said.he,1
"136,401",1
changeout,1
"car.""http://autoshow.msn.com/as/article....rc=autoshow2006more",1
here:http://www.nissannews.com/,1
2006s.,1
argh.the,1
stunning.oh,1
away...,1
shown.,1
"""facelift"")",1
current.m,1
"at?""suburu",1
september.,1
12/31/05.,1
1/5/06.,1
made.thank,1
3.6l.mb,1
c350...mine,1
months...but,1
4800,1
(mb),1
(honda/toyota,1
deceided,1
spendmoremoney,1
vw.very,1
everday,1
pics:the,1
well.http://shows.autospies.com/gallery/shows.asp?manu=&cat=&thispage=39&galleryid=32-,1
-http://shows.autospies.com/gallery/shows.asp?manu=&cat=&thispage=38&galleryid=32-,1
guesses:g30:,1
"($31,000",1
coupe)g35:,1
"($34,000",1
"$35,500",1
coupe)and,1
later:g50:,1
"($41,000",1
gli?you,1
thinks?,1
displeasure,1
ago:,1
"vr6),",1
pillbug,1
"performance-oriented,",1
laughs.,1
"taut""",1
"""pillbug",1
test:high-speed,1
excellent.when,1
electromechanical,1
antiroll,1
hunkered-down,1
be.i,1
"""pillbug"".",1
impressions:nice,1
liking.bummer.,1
"""pillbug"".that's",1
characteristics?as,1
taunt,1
jallopy.,1
"medicated,",1
undrivable.,1
auto-x,1
semi-professionally).,1
cars.think,1
steaks,1
seafood,1
"daily,",1
quaint,1
gtis,1
(rasied),1
public...not,1
here).was,1
suv-ish.,1
shrug.of,1
adui/vw,1
dsg/2.0.,1
"""basically,",1
"car.""heartily",1
buy.not,1
cost-efficient,1
horrific.,1
dies.,1
again?right,1
want).,1
remorse.,1
kbps,1
sto,1
boom...no,1
"click.btw,",1
in-dash-flash-ram-equipped,1
lease?or,1
worse..if,1
unrealistically,1
payment)...saab,1
latter..,1
"msrps.regards,kyfdxhost-prices",1
"system.""a",1
port.regarding,1
"purchased.personally,",1
around.best,1
integration.they,1
docks,1
purchased.to,1
3-series...their,1
anti-theft,1
imobilizer.,1
key.if,1
somethinginsideof,1
"(cds,",1
alarms,1
lots...,1
)if,1
"thecar,",1
"that.""absolutely",1
"wentdown!""not",1
"you,""",1
"why?""""because",1
"loss.""thinking",1
mid-1998,1
stolen.,1
flat-bed,1
"trailer,",1
carwiththe,1
alarm/lojack/onstar,1
"""security",1
"system""",1
bedding,1
"stolen,",1
described.i,1
(complete,1
onstar),1
nicked.,1
"russia,",1
securely,1
shielded,1
lojack,1
moscow.,1
"""...for",1
"3-series.""i",1
niceities.,1
minutes?one,1
fun.he,1
"at.""a",1
philosophy!,1
anytime).,1
opinion...that's,1
all.how'd,1
roundel?,1
"at""what",1
"idrive?""i",1
it'seasyto,1
level.the,1
use....,1
'now',1
driven;,1
"menus.anyway,",1
yours;,1
"conversely,",1
bmwdidn'tincorporate,1
buy....,1
sword.the,1
idrive.notice,1
"""joystick""",1
thing?....,1
along.acura:infiniti:audi:bmw:,1
"midsized,",1
less)luxury,1
be:subaru,1
imo)infiniti,1
g35xacura,1
awdaudi,1
afficianado.,1
ron,1
time.they,1
powerful/fun,1
simple.)this,1
though.luxury,1
"taste),",1
'tuning',1
engine.a3,1
too.as,1
mentioned:325xi,1
eurodelivery,1
competitors)g35xis250,1
awdrl,1
nice).,1
four-wheel-drive,1
all-wheel-drive),1
low-range,1
"crawling,",1
inter-axle,1
differentials.i'm,1
enough),1
locals,1
"country""",1
(above,1
park/fraser/granby),1
subaru.audi,1
(bar,1
accurate?,1
awd?formostpeople,1
"betweenallwheels,",1
"""awkward""",1
back-and-forth,1
2wd.i,1
things....,1
i'mnottrying,1
thedisadvantages.,1
investment.there,1
"con,",1
trave.,1
2.5/3.5s,1
massachusetts.,1
problem.-jaj,1
non-winter,1
"stuff.so,",1
mind:1),1
or2),1
relocating,1
expecting.,1
w/all,1
nh.the,1
"replaced),",1
safely...any,1
w/decent,1
ultimate.,1
nicely.that,1
seat-of-the,1
option.),1
oddessey.,1
http://www.autobild.de/test/neuwagen/artikel.php?artikel_id=10563for,1
"325.""does",1
"series?""to",1
:1),1
(0-100km/h,1
"7,3'",1
"8,1').",1
strained2),1
10-15%3),1
tires)the,1
lousy?did,1
is350?the,1
bmw.audi's,1
pricey.if,1
interfaces,1
"heat.imo,",1
(spring??);,1
segments;,1
opinion!!!,1
"lousy?fast,",1
about.did,1
is350?yes.,1
communicate,1
washorribleand,1
disappointed.it'll,1
gothcha,1
blueguy.for,1
prove.:)handling,1
handling.how,1
i95?,1
"ramps,",1
heavenly.handling,1
dvds.,1
would...i,1
xbox,1
"xbox,",1
here:http://cgi.ebay.com/ebaymotors/infiniti-g35-2003-vortech-supercharged-g35-coupe--,1
6-speed_w0qqitemz4606845482qqcategoryz43914qqrdz1qqcmdzviewitem.i,1
preference.how,1
i95?on,1
(nj,1
tpk),1
dodging,1
"4s,",1
"brackets,",1
"padlocks,",1
broomhandles...,1
yaddy,1
yadda.,1
"18-wheelers,",1
poky,1
tardy,1
"pylons,",1
rules.;-),1
"dvds.no,",1
factory-equipped,1
think.you,1
res,1
bdr127.i,1
~2-3mpg,1
27.5,1
~75.many,1
rdw,1
merit).,1
2-3mpg,1
spirit).w/,1
m+s,1
"road),",1
quicker.i,1
oversteer/understeer,1
unconsciously,1
advantage).cost,1
onthatsubject.,1
orwhatever.,1
"consider.)ultimately,",1
>ideally,1
renown,1
-alpina-,1
"3,4",1
"soonhttp://212.227.48.10/index.php""the",1
six-cylinder,1
305bhp,1
(224kw),1
"6300rpm,",1
362nm,1
4800rpm.,1
2500rpm,1
"6500rpm,",1
"occurrence""don't",1
"rolled,",1
soft...,1
necessary.i,1
haveanyinterest,1
tuners.,1
>don't,1
tunersdo,1
you.maybe,1
m3i,1
6-in,1
"3,5l",1
for...it's,1
isnot.,1
>alpina,1
with.how,1
dinan???do,1
bmw-based,1
europe)?dinan,1
aftermaket,1
b5,1
exclusivityhttp://212.227.48.10/downloads/testberichte/en1118397377autocar_05_2005.pdfit,1
mph..you,1
"expensiveanyway,",1
hartge,1
schnitzer,1
brabus.,1
tuner.,1
company.but,1
limitations.just,1
tvrs,1
engines.here,1
"them:3.6l,",1
"350bhp,",1
torque-290,1
"ft.lbs.4l,",1
"380bhp,",1
torque-349,1
ft.lbs.,1
rank:,1
gripes.,1
comparison.i,1
slugish,1
bmw325xit,1
"""autocar"".",1
seconds.ouch!!!!in,1
323is,1
seconds.ouch!!!i,1
acceptable?,1
no._,1
provactive,1
disagree?1.,1
mercecedes,1
o4,1
7-series).2.,1
"""the""",1
"beg,",1
m35).volvo,1
etc.saab,1
tsx.lexus,1
i350,1
compellinginfiniti,1
person)audi,1
dated).,1
4wheel,1
key.mercedes,1
c-,1
bmw.cadillac,1
enoughlincolen,1
"tl...""ummm,",1
infiniti.best,1
distribution.....i,1
quality).,1
distribution.....why,1
"igntion,",1
seating?,1
"(rain,",1
moving!,1
snowtires/chains,1
drivers).,1
anthing,1
tips!,1
terrible;,1
speed-demon,1
mustang!).,1
one?after,1
>but,1
"limitations.sorry,",1
3.0.should,1
"redeveloped,",1
context.if,1
did.but,1
"(balance),",1
myself.because,1
"3.0.""ummm,",1
e60s,1
displacement.best,1
msrpyour,1
response:you're,1
consumer.no,1
example:mb,1
msrp.another,1
example:both,1
$31-32k,1
place;,1
"$39k,",1
accrue,1
beaten.,1
problem.we,1
waybut,1
745?,1
tfsi.300,1
"lbf,",1
"(516lbf,",1
7series),1
{actually,1
better}granted,1
{track,1
}conditions,1
disparity.,1
judgments.one,1
ingredient,1
imoalso,1
"sosk,",1
"safefinally,",1
one.good,1
houston!,1
rec.,1
is-250;,1
is-350,1
r&t.,1
suburu.,1
6th!,1
share...this,1
measurements:non-stop,1
milesavg,1
"80's,",1
rushes,1
100s)mpg,1
reading:,1
31.6road,1
flatthe,1
'rounded,1
up',1
editors.,1
win?,1
bs?,1
'better'.,1
"""g37""",1
"2006!""m37""",1
"""fx37""",1
date.this,1
"""fz""",1
engine.check,1
out.http://www.uspto.gov/index.html,1
preferences.read,1
"feedback/response,",1
higher.what,1
#6338,1
6-supposedly,1
330.this,1
power-lag,1
seconds.looks,1
review...http://www.businessweek.com/autos/content/jan2006/bw20060110_763805.htm,1
god-daughter,1
e-mailed,1
"athlete,",1
biomedical,1
"graduate,",1
"""enthusiast"".i",1
pasting,1
below:______________________________________1st,1
negotiation.2nd,1
list.3rd,1
headroom.4th,1
"""exactly""",1
drive.5th,1
ho-hum.,1
issue.6th,1
record.i'll,1
think?______________________________________there,1
prospecitve,1
considerign,1
comparo.i,1
"""exact",1
"market.""",1
"targetting,",1
e.g.:,1
targetted,1
dwellers,1
offroad,1
suburbanites,1
soft-roaders).,1
huh?m,1
"""youth",1
retiree-age,1
grandparents!),1
engraved,1
crystallized,1
autoicing.com,1
search?,1
tri,1
area-the,1
23rd.,1
hondaaccord,1
(headliner,1
shotcomings,1
-its,1
litte,1
g35(or,1
"g37?)sedan,",1
"sedan.""possibly",1
besimilarin,1
"respects,",1
experinece,1
individual.my,1
"rest,",1
point.i'm,1
"matters""",1
"""presence.""another",1
differently.handling,1
jumop,1
sedan.just,1
g35.....,1
g35.....how,1
spending.,1
spinach,1
regurgitating,1
indeed-ie,1
"hp"".i",1
"coupe),",1
"small),",1
comparisons/opinions,1
"1980),",1
"best.unfortunately,",1
g35?qbrozen:,1
"beyourreasoning,",1
(robertr),1
3-series....http://www.iihs.org/ratings/ratingsbyseries.aspx?id=458,1
"evenso,",1
(3369,1
"3449),",1
(52:48,1
53:47).,1
interrupting,1
lines?,1
slam-dunk).p.s.:,1
e30!,1
appreciated?,1
assumption:,1
"say,""i",1
"midwest.""what",1
3.2).,1
following:audi,1
3.2:,1
"4.20""bmw",1
xi:,1
"4.44""audi",1
2.0t:,1
215/55,1
"4.66""as",1
a4.best,1
appreciated?audi's,1
"quality.""at",1
weirdest,1
(nightmares,1
sedansmeadeis,1
at.thought,1
maybemeadeis,1
mdx.best,1
convertable.,1
vehical.,1
prevented,1
"""smarter""",1
multitronic,1
cabriolet.a,1
"shop.umm,",1
shop......,1
anaudi?!?!yikes....,1
tiresome?,1
tiresome?my,1
reliability/service,1
implying.,1
"bdr,m",1
"""reply""",1
evidence:,1
enginer,1
magazines...,1
leuxus,1
250/350a4,1
outdated)c-class,1
outdated)tl,1
segmentcts,1
atrocitybuckle,1
churning,1
years!!!be,1
a6/e-class?you,1
5-series/gs?i've,1
o.the,1
big?you,1
wheelbase!?!?no,1
cts?you've,1
"drive.""big",1
sales).,1
"""a4",1
"outdated)""hmmm,",1
formulas.,1
contender?best,1
"regards,shipo[edit]ohhh,",1
seefedlawmantook,1
tag.the,1
models.mb,1
designs!i,1
youropinionand,1
true;,1
"yeesh!so,",1
opinions/factoids,1
platform.when,1
"""redesign?""",1
beard!!take,1
a8l...gorgeous!!,1
"a4?conversely,",1
immensely,1
lxury),1
"platform.""ahhh,",1
bangalized).,1
"""face",1
"lifting""",1
least.best,1
80%-90%,1
cars?it,1
people.come,1
platform.i've,1
exeprience),1
fact).as,1
=largects,1
uninteresting/uninvolving/poorly,1
"junkpile,",1
it)a4,1
lethargicc,1
funtsx,1
rwda3,1
trannyis250/350,1
transmissiong35,1
"brutish,",1
entertainingmazdaspeed6,1
"geared,",1
luxuriouslegacy,1
car.e90,1
feedbacki,1
08.just,1
hyopthetical,1
"that""you",1
306hp?your,1
neko!,1
doubted,1
you...rotflmao!,1
"""astounding.""why",1
them?and,1
"blueguydotcoms,",1
suv.this,1
sedan.most,1
wishes.,1
price.you're,1
1997-1999,1
$40k),1
sedanthen,1
.....etc.,1
".....etc.""simultanious",1
etc=fwd,1
3rd.that,1
rush.,1
offers.i'm,1
"pompous""i'm",1
"""mt",1
"afficionado.""",1
"hour.""if",1
"them?""i",1
know....you,1
"b.s.,",1
e-series,1
"neko,rumor",1
see.lexus,1
"models.btw,",1
naperville.,1
(schaumburg),1
(palatine),1
naperville,1
08.i,1
them?i,1
stick.why,1
pompous?,1
"pompous?""no,",1
"does.""i",1
"stick.""yaaaaaaaaaaaaay!",1
dewey!,1
mcgrath,1
"arlington,",1
in.they,1
"mcgrath,",1
"creepy,",1
does.your,1
80'.,1
youdoknow,1
whoops,1
asmall,1
radiusand,1
"research""i'll",1
him....note,1
part....especially,1
"""and""....hint,",1
was??,1
"was??""i",1
class....2006,1
35.5'2006,1
36'2006,1
36.1'2006,1
37.4'2006,1
39.7'2006,1
40.3'now,1
"""smallmaneuverablecar",1
atight,1
"radius"".not",1
(parking,1
39.7,1
radius?,1
38.9,1
betters,1
feet...at,1
330i-like,1
"36.9.but,",1
spaces.,1
"yacht"".",1
"fab,",1
raduis,1
vic!,1
mid-size.,1
post.i've,1
blanks.,1
come.thanks,1
avalon...,1
radii,1
acura..fwd,1
surprising..,1
35.10',1
36.40',1
count...,1
above..i'd,1
more...,1
prelude.a,1
"handling.""but",1
